SCHOOL CODE,DESIGN #,school name
004073,2171B3321,NONE
004073,2171B7629,ST. PHILIP NERI SCHOOL 
004073,2171B7630,ST. PHILIP NERI SCHOOL 
004073,2171B7631,ST. PHILIP NERI SCHOOL 
004073,2171B7632,ST. PHILIP NERI SCHOOL 
004073,2171B7633,ST. PHILIP NERI SCHOOL 
004073,2171B7634,ST. PHILIP NERI SCHOOL 
004073,E4073A1,ST. PHILIP NERI SCHOOL  - OK-4073
004073,E4073A2,ST. PHILIP NERI SCHOOL  - OK-4073
004083,2171B1416,HOLY NAME SCHOOL-WINFIELD 
004083,2171B1417,HOLY NAME SCHOOL-WINFIELD 
004083,2171B1418,HOLY NAME SCHOOL-WINFIELD 
004085,000000,Villa Teresa
004085,E4085A1,VILLA TERESA  - OK-4085
004088,000000,Annoor Islamic School - Wichita
004088,2171B2115,NONE
004088,2171B2116,NONE
004088,2171B7596,ANNOOR ISLAMIC SCHOOL-WICHITA 
004088,2171B7597,ANNOOR ISLAMIC SCHOOL-WICHITA 
004088,ELM,ANNOOR ISLAMIC SCHOOL-WICHITA  - KS-4088
004091,2171B3322,NONE
004091,2171B3323,NONE
004091,2171B3324,NONE
004091,2171B3325,NONE
004091,2171B3326,NONE
004091,2171B3327,NONE
004091,2171B3484,CASADY SCHOOL (GRADES 1-8) 
004091,2171B3485,CASADY SCHOOL (GRADES 1-8) 
004091,E4091A1,CASADY SCHOOL (GRADES 1-8)  - OK-4091
004096,2171B1392,SACRED HEART JR. AND SR. HIGH 
004096,2171B1501,NONE
004096,2171B1669,SACRED HEART JR. AND SR. HIGH 
004096,2171B1670,SACRED HEART JR. AND SR. HIGH 
004096,2171B3254,NONE
004096,2171B8414,NONE
004096,2171B8415,NONE
004096,2171B8416,NONE
004096,2171B8417,NONE
004096,E4096A1,SACRED HEART JR. AND SR. HIGH  - KS-4096
004096,E4096A2,SACRED HEART JR. AND SR. HIGH  - KS-4096
004096,ELM,SACRED HEART JR. AND SR. HIGH  - KS-4096
004099,2171B1679,"ST. ANDREWS, ABILENE "
004099,2171B1680,"ST. ANDREWS, ABILENE "
004099,2171B1681,"ST. ANDREWS, ABILENE "
004099,2171B1682,"ST. ANDREWS, ABILENE "
004099,2171B1683,"ST. ANDREWS, ABILENE "
004100,2171B3985,NONE
004100,2171B3986,NONE
004100,2171B3987,NONE
004100,2171B3988,NONE
004100,S 4100,NONE
004101,2171B1694,COLWICH ELEMENTARY-PS COLWICH KS
004101,2171B1695,COLWICH ELEMENTARY-PS COLWICH KS
004101,2171B1696,COLWICH ELEMENTARY-PS COLWICH KS
004101,2171B1713,COLWICH ELEMENTARY-PS COLWICH KS
004101,2171B1714,COLWICH ELEMENTARY-PS COLWICH KS
004101,2171B1715,COLWICH ELEMENTARY-PS COLWICH KS
004103,S 4103,SACRED HEART SCHOOL 
004104,2171B1365,ST. MARYS COLGAN-PITTSBURG 
004104,2171B1366,ST. MARYS COLGAN-PITTSBURG 
004104,2171B1367,ST. MARYS COLGAN-PITTSBURG 
004104,2171B1518,ST. MARYS COLGAN-PITTSBURG 
004104,2171B1519,ST. MARYS COLGAN-PITTSBURG 
004104,2171B3284,NONE
004104,2171B3285,NONE
004104,2171B3287,NONE
004104,2171B3289,NONE
004104,2171B3291,NONE
004104,2171B3292,NONE
004104,E4104A1,ST. MARYS COLGAN-PITTSBURG  - KS-4104
004104,E4104A2,ST. MARYS COLGAN-PITTSBURG  - KS-4104
004131,2171B1299,WORD OF LIFE- WICHITA 
004131,2171B1300,WORD OF LIFE- WICHITA 
004131,ELM,WORD OF LIFE- WICHITA  - KS-4131
004131,LM4131,WORD OF LIFE- WICHITA  - KS-4131
004137,E4137A1,ST. JOSEPHS CATHOLIC SCHOOL  - OK-4137
004137,E4137A2,ST. JOSEPHS CATHOLIC SCHOOL  - OK-4137
004140,000000,MISSING
004144,2171B3328,NONE
004144,2171B3329,NONE
004144,2171B3330,NONE
004144,2171B3331,NONE
004144,2171B3332,Bishop McGuinness Catholic H.S. 
004144,2171B3333,Bishop McGuinness Catholic H.S. 
004144,2171B3334,Bishop McGuinness Catholic H.S. 
004144,2171B3533,Bishop McGuinness Catholic H.S. 
004144,2171B3534,Bishop McGuinness Catholic H.S. 
004144,2171B3535,Bishop McGuinness Catholic H.S. 
004144,2171B3536,Bishop McGuinness Catholic H.S. 
004144,2171B3537,Bishop McGuinness Catholic H.S. 
004144,2171B3538,Bishop McGuinness Catholic H.S. 
004144,2171B8424,NONE
004144,2171B8425,NONE
004144,2171B8426,NONE
004144,2171B8427,NONE
004144,2171B8428,Bishop McGuinness Catholic H.S. 
004144,2171B8429,Bishop McGuinness Catholic H.S. 
004144,2171B8430,Bishop McGuinness Catholic H.S. 
004144,2171B8993,NONE
004144,2171B8994,NONE
004144,2171B8995,NONE
004144,2171B8996,NONE
004144,2171B8997,NONE
004144,2171B8998,NONE
004144,E4144A2,Bishop McGuinness Catholic H.S.  - OK-4144
004144,E4144A3,Bishop McGuinness Catholic H.S.  - OK-4144
004145,2171B1399,HOLY SPIRIT CATHOLIC SCHOOL 
004145,2171B1402,HOLY SPIRIT CATHOLIC SCHOOL 
004145,2171B1403,HOLY SPIRIT CATHOLIC SCHOOL 
004145,2171B1404,HOLY SPIRIT CATHOLIC SCHOOL 
004145,ELM,HOLY SPIRIT CATHOLIC SCHOOL  - KS-4145
004145,S 4145,HOLY SPIRIT CATHOLIC SCHOOL 
004148,2171B1199,ST. JOHN CATHOLIC SCHOOL-BELOIT 
004148,2171B1200,ST. JOHN CATHOLIC SCHOOL-BELOIT 
004148,2171B1201,ST. JOHN CATHOLIC SCHOOL-BELOIT 
004148,2171B1202,ST. JOHN CATHOLIC SCHOOL-BELOIT 
004148,2171B1203,ST. JOHN CATHOLIC SCHOOL-BELOIT 
004148,2171B1204,ST. JOHN CATHOLIC SCHOOL-BELOIT 
004148,2171B1205,ST. JOHN CATHOLIC SCHOOL-BELOIT 
004148,2171B1206,ST. JOHN CATHOLIC SCHOOL-BELOIT 
004148,E4148A1,ST. JOHN CATHOLIC SCHOOL-BELOIT  - KS-4148
004148,E4148A2,ST. JOHN CATHOLIC SCHOOL-BELOIT  - KS-4148
004149,000000,Sacred Heart Catholic School
004149,2171B1196,SACRED HEART CATHOLIC SCHOOL 
004149,2171B1197,SACRED HEART CATHOLIC SCHOOL 
004149,2171B1198,SACRED HEART CATHOLIC SCHOOL 
004149,2171B1241,SACRED HEART CATHOLIC SCHOOL 
004149,2171B1242,SACRED HEART CATHOLIC SCHOOL 
004149,2171B1243,SACRED HEART CATHOLIC SCHOOL 
004149,2171B1409,SACRED HEART CATHOLIC SCHOOL 
004149,2171B1410,SACRED HEART CATHOLIC SCHOOL 
004149,2171B1411,SACRED HEART CATHOLIC SCHOOL 
004149,2171B3548,SACRED HEART CATHOLIC SCHOOL 
004149,2171B3549,SACRED HEART CATHOLIC SCHOOL 
004149,2171B3550,SACRED HEART CATHOLIC SCHOOL 
004149,E4149A1,SACRED HEART CATHOLIC SCHOOL  - KS-4149
004149,E4149A2,SACRED HEART CATHOLIC SCHOOL  - KS-4149
004149,ELM,SACRED HEART CATHOLIC SCHOOL  - KS-4149
004151,2171B1359,ST. JOSEPH CATHOLIC SCHOOL 
004151,2171B1360,ST. JOSEPH CATHOLIC SCHOOL 
004158,E4158A1,SOUTHWEST CHRISTIAN ACADEMY  - OK-4158
004158,E4158A2,SOUTHWEST CHRISTIAN ACADEMY  - OK-4158
004163,2171B1337,ST. XAVIER CATHOLIC SCHOOL 
004163,2171B1338,ST. XAVIER CATHOLIC SCHOOL 
004163,2171B1339,ST. XAVIER CATHOLIC SCHOOL 
004163,2171B1340,ST. XAVIER CATHOLIC SCHOOL 
004163,2171B1341,ST. XAVIER CATHOLIC SCHOOL 
004163,2171B1342,ST. XAVIER CATHOLIC SCHOOL 
004163,2171B3195,NONE
004163,2171B3196,NONE
004163,E4163A1,ST. XAVIER CATHOLIC SCHOOL  - KS-4163
004163,E4163A2,ST. XAVIER CATHOLIC SCHOOL  - KS-4163
004165,000000,MISSING
004166,000000,Crossings Christian School
004166,2171B1025,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B1026,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B1027,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B1028,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B1029,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B1030,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B1295,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B1296,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B1297,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B1305,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B1430,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B1431,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B3737,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B3738,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B3828,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B3829,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B3830,CROSSINGS CHRISTIAN SCHOOL 
004166,2171B442,NONE
004166,2171B460,NONE
004166,2171B501,NONE
004166,2171B503,CROSSINGS CHRISTIAN SCHOOL 
004166,E4166A1,CROSSINGS CHRISTIAN SCHOOL  - OK-4166
004166,E4166A2,CROSSINGS CHRISTIAN SCHOOL  - OK-4166
004170,S 4170,SACRED HEART 
004173,000000,MISSING
004180,2171B7910,NONE
004180,2171B7911,NONE
004180,2171B7912,NONE
004180,2171B7913,NONE
004180,2171B7914,NONE
004180,2171B7915,NONE
004182,2171B3837,OKLAHOMA CHRISTIAN ACADEMY 
004182,2171B3838,OKLAHOMA CHRISTIAN ACADEMY 
004182,2171B3839,OKLAHOMA CHRISTIAN ACADEMY 
004182,2171B3840,OKLAHOMA CHRISTIAN ACADEMY 
004182,2171B3841,OKLAHOMA CHRISTIAN ACADEMY 
004182,2171B3846,NONE
004182,2171B7872,NONE
004182,2171B7873,NONE
004182,2171B7874,NONE
004182,E4182A1,OKLAHOMA CHRISTIAN ACADEMY  - OK-4182
004182,E4182A2,OKLAHOMA CHRISTIAN ACADEMY  - OK-4182
004182,PO,OKLAHOMA CHRISTIAN ACADEMY 
004190,2171B7782,"ST. MARY GRADE SCHOOL- ELLIS, KANSA "
004190,2171B7783,"ST. MARY GRADE SCHOOL- ELLIS, KANSA "
004190,2171B7784,"ST. MARY GRADE SCHOOL- ELLIS, KANSA "
004190,2171B7785,"ST. MARY GRADE SCHOOL- ELLIS, KANSA "
004190,2171B7786,"ST. MARY GRADE SCHOOL- ELLIS, KANSA "
004190,ELM,"ST. MARY GRADE SCHOOL- ELLIS, KANSA  - KS-4190"
004190,S 4190,"ST. MARY GRADE SCHOOL- ELLIS, KANSA "
004191,000000,MISSING
004300,2171B724,NONE
004300,2171B725,NONE
004300,2171B726,NONE
004300,2171B727,NONE
004300,S 4300,NONE
004303,2171B3184,NONE
004303,2171B3185,NONE
004303,E4303A1,CENTER PLACE RESTORATION SCHOOL  - MO-4303
004303,E4303A2,CENTER PLACE RESTORATION SCHOOL  - MO-4303
004303,E4303B1,CENTER PLACE RESTORATION SCHOOL  - MO-4303
004306,2171B1356,GOOD SHEPHERD PARISH SCHOOL
004306,2171B3179,GOOD SHEPHERD PARISH SCHOOL
004306,2171B3246,NONE
004306,2171B3247,NONE
004306,2171B3248,NONE
004306,2171B3249,NONE
004307,2171B2480,NONE
004307,2171B2507,NONE
004307,2171B2508,NONE
004307,2171B2509,NONE
004307,S 4307,NATIVITY PARISH SCHOOL 
004309,2171B8130,NONE
004309,2171B8131,NONE
004309,2171B8132,NONE
004309,2171B8133,NONE
004309,2171B8134,NONE
004309,2171B8135,NONE
004311,2171B8557,NONE
004311,2171B8558,NONE
004311,2171B8559,NONE
004311,2171B8560,NONE
004312,2171B3256,NONE
004312,2171B3258,NONE
004313,2171B1505,NONE
004313,2171B1506,NONE
004313,2171B1507,NONE
004313,2171B1508,NONE
004313,2171B3181,NONE
004313,2171B3182,NONE
004313,2171B3183,NONE
004313,2171B3479,NONE
004313,2171B3480,NONE
004313,2171B3481,NONE
004313,PO,NONE
004315,2171B3475,NONE
004315,2171B3476,NONE
004315,2171B3477,NONE
004315,2171B3478,NONE
004315,2171B7811,NONE
004315,2171B7812,NONE
004315,2171B7813,NONE
004315,2171B7814,NONE
004315,2171B8647,ST. TERESAS ACADEMY 
004315,2171B8648,ST. TERESAS ACADEMY 
004317,2171B3230,NONE
004317,2171B3231,NONE
004317,2171B3711,NONE
004317,2171B3712,NONE
004318,2171B1370,ST. PETERS SCHOOL 
004318,2171B1371,ST. PETERS SCHOOL 
004318,2171B1372,ST. PETERS SCHOOL 
004318,2171B1373,ST. PETERS SCHOOL 
004318,2171B1376,ST. PETERS SCHOOL 
004318,2171B1377,ST. PETERS SCHOOL 
004318,2171B1471,NONE
004318,2171B1472,NONE
004318,2171B1473,NONE
004318,2171B1474,NONE
004318,2171B1475,NONE
004318,E4318A1,ST. PETERS SCHOOL  - MO-4318
004318,E4318A2,ST. PETERS SCHOOL  - MO-4318
004333,2171B3982,NONE
004333,2171B7921,NONE
004333,ELM,ACADEMY MONTESSORI INTERNATIONAL  - MO-4333
004333,EPO,ACADEMY MONTESSORI INTERNATIONAL  - MO-4333
005003,E5003A1,ST. THOMAS BECKET ACADEMY  - OR-5003
005014,5014S,MISSING
005014,5014SA,MISSING
005015,5014A,LIFE SCHOOL
005015,5015S,MISSING
005015,ELM,LIFE SCHOOL-RED OAK CAMPUS  - TX-5015
005015,LM 5015,MISSING
005015,LM5015,LIFE SCHOOL
005015,LM5015,MISSING
005016,5016s,MISSING
005017,5017s,MISSING
005018,5018s,MISSING
005019,5019A,FOCUS LEARNING ACADEMY
005019,LM 5019,MISSING
005019,LM5019,MISSING
005020,5020A,INFINITY PREPARATORY-UPLIFT 
005020,5020A,UPLIFT INFINITY PREP
005020,99050E,UPLIFT INFINITY PREP
005020,LM5020,MISSING
005020,MISSING,NONE
005021,5021A,LIBERTY COLLEGIATE ACADEMY
005021,5021A,LIBERTY COLLEGIATE ACADEMY 
005021,5021S,MISSING
005022,5022A,ADVANTAGE ACADEMY
005022,5022A,ADVANTAGE ACADEMY 
005022,5022S,MISSING
005022,LM5022,MISSING
005023,5023A,NASHVILLE PREPARATORY 
005023,5023S,MISSING
005023,LM5023,MISSING
005024,5024A,TRIPLE A ACADEMY
005024,LM5024,MISSING
005028,000000,NONE
005028,5028,MISSING
005028,5028A,ACADEMY OF DALLAS
005028,5028A,ACADEMY OF DALLAS 
005028,5028S,MISSING
005028,LM5028,MISSING
005028,LM5400,MISSING
005029,99053E,UPLIFT PINNACLE PREP
005030,5030A,UPLIFT LAUREATE PREP
005030,99052E,UPLIFT LAUREATE PREP
005031,99051E,UPLIFT HIEGHTS PREP
005032,5032A,PEGASUS SCHOOL
005032,LM5032,MISSING
005033,5033E,TEKOA ACADEMY
005034,5034E,UPLIFT MIGHTY PREP
005035,5035E,UPLIFT MERIDIEN PREP
005036,000000,NONE
005036,5036E,BOYS PREPARATORY NASHVILLE
005036,5036S,MISSING
005036,MISSING,NONE
005038,5038S,MISSING
005038,LM5038,STEM PREPARATORY ACADEMY
005039,5039A,HOUSTON COUNTY CHRISTIAN SCHOOL
005039,LM5039,HOUSTON COUNTY CHRISTIAN SCHOOL
005040,2171B9109,Faith Family Academy 
005040,2171B9110,Faith Family Academy 
005040,2171B9111,Faith Family Academy 
005040,2171B9112,Faith Family Academy 
005041,LM5041,PURPOSE PREPARATORY ACADEMY
005043,5043A,ST. JOHN FRANCIS REGIS SCHOOL
005044,5044S,MISSING
005046,5046A,NASHVILLE CLASSICAL CHARTER SCHOOL
005046,5046S,MISSING
005046,LM 5046,NASHVILLE CLASSICAL CHARTER SCHOOL
005046,MISSING,NONE
005200,5200A,IVY PREP
005200,5200S,MISSING
005200,P 99056,IVY PREP
005201,5201A,DATE ACADEMY
005201,5201S,MISSING
005202,5202A,WESLEY INTERNATIONAL
005202,5202E,WESLEY INTERNATIONAL
005202,P 99057,WESLEY INTERNATIONAL
005203,LM5203,THE MUSEUM SCHOOL
005204,000000,NONE
005204,5204A,DREW CHARTER SCHOOL
005204,LM5204,DREW CHARTER SCHOOL
005204,LM5204,MISSING
005204,MISSING,NONE
005205,2171B9113,CAMBRIDGE ACADEMY 
005205,2171B9114,CAMBRIDGE ACADEMY 
005205,5205A,CAMBRIDGE ACADEMY
005205,LM5205,CAMBRIDGE ACADEMY
005206,5206A,GREENFOREST MCCALEP CHRISTIAN ACADE
005206,5206S,MISSING
005206,LM5206,GREENFOREST MCCALEP CHRISTIAN ACADE
005206,LM5206,MISSING
005206,PO,Greenforest-McCalep Christian Acade 
005207,5207S,MISSING
005207,5207S5,MISSING
005207,5207S6,MISSING
005207,5207S7,MISSING
005207,5207S8,MISSING
005208,5208A,KIPP VISION PRIMARY
005209,5209A,KIPP VISION ACADEMY
005300,5300S,Cornerstone Preparatory School
005300,ELM,CORNERSTONE PREPARATORY SCHOOL-LEST  - TN-5300
005300,LM5300,CORNERSTONE PREPARATORY SCHOOL-LEST
005300,P 99052,Cornerstone Preparatory School
005400,5400A,E3 CIVIC HS
005400,LM5400,E3 CIVIC HIGH SCHOOL
005400,LM5400,MISSING
006024,000000,CHRIST THE KING  - AR-6024
006024,000000,MISSING
006024,E6024A1,CHRIST THE KING  - AR-6024
006024,E6024A2,CHRIST THE KING  - AR-6024
006862,3862A1,NONE
007002,000000,Mercy Academy
007002,2171B8490,NONE
007002,2171B8491,NONE
007002,2171B8492,NONE
007002,2171B8493,NONE
007002,2171B8494,NONE
007002,2171B8495,NONE
007002,E7002A1,MERCY ACADEMY - KY-7002
007002,E-7002A1,NONE
007008,E7008A1,BETHEL BAPTIST SCHOOL  - MS-7008
007024,000000,CHRISTIAN ACADEMY OF LOUISVILLE K-5 - KY-7024
007024,2171B3188,NONE
007024,2171B3189,NONE
007024,2171B3203,NONE
007024,2171B3204,NONE
007024,2171B3260,NONE
007024,2171B3261,NONE
007024,E7024A1,CHRISTIAN ACADEMY OF LOUISVILLE K-5 - KY-7024
007024,E7024A2,CHRISTIAN ACADEMY OF LOUISVILLE K-5 - KY-7024
007024,E7061A1,CHRISTIAN ACADEMY OF LOUISVILLE K-5 - KY-7024
007028,2171B1308,HUTCHISON SCHOOL 
007028,2171B1309,HUTCHISON SCHOOL 
007028,2171B1378,HUTCHISON SCHOOL 
007028,2171B1379,HUTCHISON SCHOOL 
007028,2171B3244,HUTCHISON SCHOOL 
007028,2171B3245,HUTCHISON SCHOOL 
007028,2171B3382,NONE
007028,2171B3383,NONE
007028,2171B3384,NONE
007028,2171B3385,NONE
007028,2171B3468,NONE
007028,2171B3469,NONE
007028,2171B3470,NONE
007028,2171B3471,NONE
007028,2171B3521,HUTCHISON SCHOOL 
007028,2171B3522,HUTCHISON SCHOOL 
007028,2171B3593,NONE
007028,2171B3594,NONE
007028,2171B3667,HUTCHISON SCHOOL 
007028,2171B3668,HUTCHISON SCHOOL 
007028,E7028A1,HUTCHISON SCHOOL  - TN-7028
007028,E7028A2,HUTCHISON SCHOOL  - TN-7028
007028,E7028B1,HUTCHISON SCHOOL  - TN-7028
007028,S 7028,HUTCHISON SCHOOL 
007028,VM7028,HUTCHISON SCHOOL 
007038,2171B3205,NONE
007038,2171B3206,NONE
007038,2171B3218,NONE
007038,2171B3219,NONE
007038,2171B3220,NONE
007038,2171B3221,NONE
007038,2171B3223,ST. CECILIA ACADEMY 
007038,2171B3224,ST. CECILIA ACADEMY 
007038,2171B3225,NONE
007038,2171B3226,ST. CECILIA ACADEMY 
007038,2171B3227,ST. CECILIA ACADEMY 
007038,2171B3228,NONE
007038,2171B3229,ST. CECILIA ACADEMY 
007038,2171B3290,NONE
007038,2171B8100,ST. CECILIA ACADEMY 
007038,E7038A1,ST. CECILIA ACADEMY  - TN-7038
007038,E7038C1,ST. CECILIA ACADEMY  - TN-7038
007038,M7038,NONE
007039,2171B3456,NONE
007039,2171B3457,NONE
007039,2171B3458,NONE
007039,2171B3459,NONE
007039,2171B3616,ST. BENEDICT AT AUBURNDALE SCHOOL 
007039,2171B3617,ST. BENEDICT AT AUBURNDALE SCHOOL 
007039,2171B3618,ST. BENEDICT AT AUBURNDALE SCHOOL 
007039,2171B8083,ST. BENEDICT AT AUBURNDALE SCHOOL 
007039,2171B8597,NONE
007039,2171B8598,NONE
007039,2171B8676,ST. BENEDICT AT AUBURNDALE SCHOOL 
007039,2171B8677,ST. BENEDICT AT AUBURNDALE SCHOOL 
007039,E7039B2,ST. BENEDICT AT AUBURNDALE SCHOOL  - TN-7039
007039,VM7039,MISSING
007039,VM7039,ST. BENEDICT AT AUBURNDALE SCHOOL 
007040,2171B1250,EVANGEL CHRISTIAN SCHOOL
007040,2171B1251,EVANGEL CHRISTIAN SCHOOL
007040,2171B1412,EVANGEL CHRISTIAN SCHOOL
007040,2171B1413,EVANGEL CHRISTIAN SCHOOL
007040,2171B3709,NONE
007040,2171B3710,NONE
007040,E7040A1,EVANGEL CHRISTIAN SCHOOL - KY-7040
007057,2171B3240,NONE
007057,2171B3241,NONE
007057,2171B3242,NONE
007057,2171B3423,NONE
007057,2171B3424,NONE
007057,2171B8314,HARPETH HALL SCHOOL 
007057,2171B8315,HARPETH HALL SCHOOL 
007057,2171B9094,HARPETH HALL SCHOOL 
007057,E7057A1,HARPETH HALL SCHOOL  - TN-7057
007057,E7057A3,HARPETH HALL SCHOOL  - TN-7057
007057,MISSING,HARPETH HALL SCHOOL  - TN-7057
007057,VM7057,HARPETH HALL SCHOOL 
007059,2171B3720,ANCHORED CHRISTIAN SCHOOL
007059,2171B3721,ANCHORED CHRISTIAN SCHOOL
007059,2171B3722,ANCHORED CHRISTIAN SCHOOL
007060,2171B1357,EASTSIDE CHRISTIAN ACADEMY
007060,2171B1358,EASTSIDE CHRISTIAN ACADEMY
007060,2171B1738,EASTSIDE CHRISTIAN ACADEMY
007060,2171B1739,EASTSIDE CHRISTIAN ACADEMY
007061,2171B8380,NONE
007061,2171B8381,NONE
007061,2171B8382,NONE
007061,2171B8383,NONE
007061,2171B8384,NONE
007061,2171B8385,NONE
007061,2171B8386,NONE
007061,2171B8387,NONE
007061,2171B8388,NONE
007061,2171B8389,NONE
007061,2171B8390,NONE
007061,2171B8391,NONE
007061,E7061A1,CHRISTIAN ACADEMY OF LOUISVILLE 6-8 - KY-7061
007061,MISSING,CHRISTIAN ACADEMY OF LOUISVILLE 6-8 - KY-7061
007064,MISSING,CHRISTIAN ACADEMY OF LOUISVILLE HS - KY-7064
007069,2171B1284,IMMANUEL LUTHERAN SCHOOL 
007069,2171B1285,IMMANUEL LUTHERAN SCHOOL 
007069,2171B3719,IMMANUEL LUTHERAN SCHOOL 
007069,2171B7590,IMMANUEL LUTHERAN SCHOOL 
007069,2171B7591,IMMANUEL LUTHERAN SCHOOL 
007069,2171B8708,IMMANUEL LUTHERAN SCHOOL 
007069,2171B8709,IMMANUEL LUTHERAN SCHOOL 
007069,E7069A1,IMMANUEL LUTHERAN SCHOOL  - TN-7069
007071,2171B1033,CORPUS CHRISTI ACADEMY
007071,2171B1034,CORPUS CHRISTI ACADEMY
007071,2171B1182,CORPUS CHRISTI ACADEMY
007071,2171B1183,CORPUS CHRISTI ACADEMY
007071,2171B1184,CORPUS CHRISTI ACADEMY
007071,2171B7673,CORPUS CHRISTI ACADEMY
007071,2171B7674,CORPUS CHRISTI ACADEMY
007071,2171B7675,CORPUS CHRISTI ACADEMY
007071,2171B7676,CORPUS CHRISTI ACADEMY
007071,2171B7677,CORPUS CHRISTI ACADEMY
007071,2171B7678,CORPUS CHRISTI ACADEMY
007071,2171B7679,CORPUS CHRISTI ACADEMY
007071,2171B7680,CORPUS CHRISTI ACADEMY
007071,2171B7681,CORPUS CHRISTI ACADEMY
007072,2171B1180,CORPUS CHRISTI HIGH SCHOOL
007072,2171B1181,CORPUS CHRISTI HIGH SCHOOL
007072,2171B1317,CORPUS CHRISTI HIGH SCHOOL
007072,2171B3989,CORPUS CHRISTI HIGH SCHOOL
007072,2171B723,CORPUS CHRISTI HIGH SCHOOL
007074,1281A1,CHRIST METHODIST DAY SCHOOL  - TN-7074
007074,2171B3544,CHRIST METHODIST DAY SCHOOL 
007074,2171B3545,CHRIST METHODIST DAY SCHOOL 
007074,2171B4323,CHRIST METHODIST DAY SCHOOL 
007074,2171B4324,CHRIST METHODIST DAY SCHOOL 
007074,2171B7269,CHRIST METHODIST DAY SCHOOL 
007074,2171B7270,CHRIST METHODIST DAY SCHOOL 
007074,2171B7271,CHRIST METHODIST DAY SCHOOL 
007074,2171B7272,CHRIST METHODIST DAY SCHOOL 
007074,2171B7657,CHRIST METHODIST DAY SCHOOL 
007074,2171B7658,CHRIST METHODIST DAY SCHOOL 
007074,2171B7809,CHRIST METHODIST DAY SCHOOL 
007074,2171B8626,NONE
007074,2171B8627,NONE
007074,2171B8628,NONE
007074,2171B8629,NONE
007074,2171B8630,NONE
007074,2171B9080,NONE
007074,E7074A2,CHRIST METHODIST DAY SCHOOL  - TN-7074
007074,E7074A3,CHRIST METHODIST DAY SCHOOL  - TN-7074
007076,E7102A1,CHRISTIAN ACADEMY OF INDIANA K-5 - IN-7076
007077,2171B3215,NONE
007077,2171B3216,NONE
007077,2171B3297,NONE
007077,2171B3409,NONE
007077,2171B3517,INCARNATION SCHOOL 
007077,2171B3518,INCARNATION SCHOOL 
007077,2171B7659,INCARNATION SCHOOL 
007077,2171B7660,INCARNATION SCHOOL 
007077,2171B7965,NONE
007077,2171B7966,INCARNATION SCHOOL 
007077,2171B7967,NONE
007077,2171B7968,NONE
007077,2171B7969,NONE
007077,E7077A1,INCARNATION SCHOOL  - TN-7077
007077,E7077B1,INCARNATION SCHOOL  - TN-7077
007077,E7077B2,INCARNATION SCHOOL  - TN-7077
007077,M7077,INCARNATION SCHOOL 
007077,S 7077,INCARNATION SCHOOL 
007078,2171B3701,CHRIST THE KING LUTHERAN SCHOOL 
007078,2171B3702,CHRIST THE KING LUTHERAN SCHOOL 
007078,2171B8518,NONE
007078,2171B8519,NONE
007078,2171B8973,NONE
007078,2171B8974,NONE
007078,E7078A1,CHRIST THE KING LUTHERAN SCHOOL  - TN-7078
007078,E7078A2,CHRIST THE KING LUTHERAN SCHOOL  - TN-7078
007079,2171B8460,NONE
007079,2171B8461,NONE
007079,2171B8462,NONE
007079,2171B8463,NONE
007079,2171B8464,NONE
007079,2171B8465,NONE
007079,E7079A1,SAYERS CLASSICAL ACADEMY - KY-7079
007085,000000,Pope John Paul II
007085,2171B3306,NONE
007085,2171B3307,NONE
007085,2171B3308,NONE
007085,2171B3309,NONE
007085,2171B3362,NONE
007085,2171B3363,NONE
007085,E7085A1,POPE JOHN PAUL II  - TN-7085
007085,E7085A2,POPE JOHN PAUL II  - TN-7085
007085,E7085B1,POPE JOHN PAUL II  - TN-7085
007085,E7085C1,POPE JOHN PAUL II  - TN-7085
007085,ELM,POPE JOHN PAUL II  - TN-7085
007092,000000,Currey Ingram School
007092,2171B2810,CURREY INGRAM SCHOOL 
007092,2171B3335,NONE
007092,2171B3336,NONE
007092,2171B3337,NONE
007092,2171B3338,NONE
007092,2171B3339,CURREY INGRAM SCHOOL 
007092,2171B3340,CURREY INGRAM SCHOOL 
007092,2171B3684,CURREY INGRAM SCHOOL 
007092,2171B3685,CURREY INGRAM SCHOOL 
007092,2171B3686,CURREY INGRAM SCHOOL 
007092,E7092A1,CURREY INGRAM SCHOOL  - TN-7092
007092,E7092B1,CURREY INGRAM SCHOOL  - TN-7092
007092,E7092B2,CURREY INGRAM SCHOOL  - TN-7092
